evaluation,objective,C 1s_raw,La 4d_raw,O 1s_raw,Ti 2p_raw,reflectivity_raw,C 1s_weighted,La 4d_weighted,O 1s_weighted,Ti 2p_weighted,reflectivity_weighted,carbon_thickness,carbon_roughness,lno_thickness,sto_thickness,superlattice_roughness,substrate_roughness,angle_offset
1.200000000000000000e+02,5.379943146138784112e-03,5.230608128063165657e-05,6.408456247486141101e-05,3.560397317122229548e-05,6.878195916680250621e-05,3.172177385203605541e-03,5.230608128063166063e-04,6.408456247486140830e-04,3.560397317122229819e-04,6.878195916680250079e-04,3.172177385203605541e-03,1.084586358463520739e+01,3.884854093480606618e+00,1.931382844028781776e+01,2.043438882691111758e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.339583821089522786e-02
1.210000000000000000e+02,9.485742764552346912e-03,8.204888998401314664e-05,1.072594310213903973e-04,6.865400288870766193e-05,1.235194100528956313e-04,5.670925425082277808e-03,8.204888998401315206e-04,1.072594310213903892e-03,6.865400288870765651e-04,1.235194100528956259e-03,5.670925425082277808e-03,1.293787111152299651e+01,5.039926146962356857e-01,1.894983102795315588e+01,2.012702656748552954e+01,1.000000000000000000e+00,3.892237840348226285e+00,1.779738829889124796e-01
1.220000000000000000e+02,5.173859372507101824e-03,4.247276510723232664e-05,9.352501037215189144e-05,5.396470934567243797e-05,5.963853546841654232e-05,2.677849169572369542e-03,4.247276510723232935e-04,9.352501037215188873e-04,5.396470934567244339e-04,5.963853546841654503e-04,2.677849169572369542e-03,1.176147272213719219e+01,4.000000000000000000e+00,1.898321829199337785e+01,2.113006138973286951e+01,1.000000000000000000e+00,1.000000000000000000e+00,-2.164054404906939899e-02
1.230000000000000000e+02,5.184105594564432026e-03,2.738099136217180950e-05,5.773557814389297091e-05,2.693422311724883486e-05,6.867134169642937771e-05,3.376884251367002435e-03,2.738099136217180679e-04,5.773557814389297226e-04,2.693422311724883757e-04,6.867134169642937500e-04,3.376884251367002435e-03,1.070858814490876654e+01,4.000000000000000000e+00,1.904674804905502583e+01,1.994484184566494989e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.277537716805408952e-01
1.240000000000000000e+02,1.529496646919619590e-02,1.815780434488090871e-04,2.537762946121296589e-04,1.695164939284686089e-04,1.144428458675819779e-04,8.101829690626302302e-03,1.815780434488090817e-03,2.537762946121296589e-03,1.695164939284686144e-03,1.144428458675819833e-03,8.101829690626302302e-03,1.199007687688653156e+01,4.000000000000000000e+00,1.800000000000000000e+01,2.172976213559920922e+01,1.000000000000000000e+00,2.336912184029681150e+00,1.417262683412490176e-02
1.250000000000000000e+02,9.481648219802019106e-03,6.323222693089717650e-05,7.576902354486904291e-05,4.815228140757104902e-05,8.152724293268180438e-05,6.794840471641828798e-03,6.323222693089717650e-04,7.576902354486903749e-04,4.815228140757105038e-04,8.152724293268180438e-04,6.794840471641828798e-03,1.163837846074691029e+01,3.813506851735981584e+00,1.996289744355989626e+01,2.112681890461357170e+01,1.060261608188316496e+00,1.486716443631318052e+00,-2.170357816174766918e-01
1.260000000000000000e+02,4.076379174541935879e-02,4.230153989270138198e-04,2.636854792713162038e-04,1.529870152984196127e-04,3.775344238120114260e-04,2.859156857233174573e-02,4.230153989270138415e-03,2.636854792713162147e-03,1.529870152984196072e-03,3.775344238120114260e-03,2.859156857233174573e-02,6.095969629968490011e+00,2.767605157394116056e+00,1.986543512767221031e+01,1.938165820001986717e+01,1.516402010730118377e+00,2.697106679540776319e+00,2.845466696841844056e-01
1.270000000000000000e+02,3.364384834075065736e-03,4.027859180135607854e-05,3.423923578378792425e-06,3.161531389476485650e-06,1.423654831039738646e-05,2.753378883278978506e-03,4.027859180135607989e-04,3.423923578378792256e-05,3.161531389476485734e-05,1.423654831039738544e-04,2.753378883278978506e-03,9.670119140989493545e+00,5.000000000000000000e-01,2.029505267209230368e+01,2.137289071005243812e+01,3.498661644302533347e+00,1.000000000000000000e+00,-3.499999999999999778e-01
1.280000000000000000e+02,1.336690755659921195e-02,7.960948906369967007e-05,3.435226866661587024e-05,1.803846433261817477e-05,2.038982063917227686e-04,1.000792327205264620e-02,7.960948906369966736e-04,3.435226866661586888e-04,1.803846433261817545e-04,2.038982063917227795e-03,1.000792327205264620e-02,1.085768590608614836e+01,5.000000000000000000e-01,1.800000000000000000e+01,2.200000000000000000e+01,3.713041873094518497e+00,1.095530964341780544e+00,4.631388047863793656e-02
1.290000000000000000e+02,6.151362729265413311e-03,1.252114400458506029e-05,1.867240234918231208e-05,1.806094613982006165e-05,1.004561674613957957e-05,5.558361636868142802e-03,1.252114400458506063e-04,1.867240234918231072e-04,1.806094613982006029e-04,1.004561674613957991e-04,5.558361636868142802e-03,8.464608124649981136e+00,5.000000000000000000e-01,2.172355107164921151e+01,1.974055892222650144e+01,3.087180145856242675e+00,5.000000000000000000e+00,-2.880022773992306218e-01
1.300000000000000000e+02,5.047769492065730737e-03,1.548316752486197776e-05,1.164794158769158216e-05,9.119800026611571558e-06,7.765490616776950572e-06,4.607605494506309893e-03,1.548316752486197912e-04,1.164794158769158250e-04,9.119800026611571896e-05,7.765490616776950911e-05,4.607605494506309893e-03,1.176150887793123090e+01,5.000000000000000000e-01,2.008512694267604104e+01,2.125264905843387808e+01,3.231955040951338454e+00,4.563340740373823756e+00,-2.993838468449116497e-01
1.310000000000000000e+02,1.368647490991287650e-02,2.023468840111992614e-04,6.667820510920452913e-06,2.182429165721319492e-05,1.900010559499112342e-04,9.478074388620435706e-03,2.023468840111992614e-03,6.667820510920452405e-05,2.182429165721319424e-04,1.900010559499112342e-03,9.478074388620435706e-03,6.000000000000000000e+00,5.000000000000000000e-01,2.200000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,-1.571319206783439171e-04
1.320000000000000000e+02,3.000407576110975406e-03,1.319640192193491268e-05,2.819537252578302482e-05,2.256616173063433103e-05,6.979376688793729768e-06,2.291034447439515512e-03,1.319640192193491336e-04,2.819537252578302347e-04,2.256616173063432968e-04,6.979376688793729599e-05,2.291034447439515512e-03,9.021533668628634928e+00,5.000000000000000000e-01,2.141967874851133757e+01,1.905248900957909086e+01,3.260256092836790298e+00,1.000000000000000000e+00,-8.244086065321615253e-02
1.330000000000000000e+02,5.096444311715242481e-02,9.840130885726694617e-05,1.608426426206999963e-04,7.607534931642390998e-05,3.685199009406167473e-04,4.392605109980234762e-02,9.840130885726695430e-04,1.608426426206999854e-03,7.607534931642391269e-04,3.685199009406167365e-03,4.392605109980234762e-02,6.000000000000000000e+00,5.000000000000000000e-01,1.800000000000000000e+01,2.135402976893013971e+01,5.000000000000000000e+00,1.000000000000000000e+00,1.679828526512217035e-01
1.340000000000000000e+02,1.152788060362011126e-02,9.267521176525293271e-05,4.371385917176811344e-05,2.816722956343290928e-05,8.943773731269976345e-05,8.987940225488573812e-03,9.267521176525292999e-04,4.371385917176811480e-04,2.816722956343290928e-04,8.943773731269976345e-04,8.987940225488573812e-03,7.360153116597631495e+00,3.782705213721042181e+00,2.044646642544389792e+01,2.095254427391632390e+01,3.399605772777973378e+00,3.204369325153219705e+00,-2.483566812244451250e-01
1.350000000000000000e+02,1.965847634300023697e-02,2.170229379946390024e-04,8.710050061270796105e-05,5.605945084542153560e-05,1.525620988612292012e-04,1.453102645986025995e-02,2.170229379946389970e-03,8.710050061270796376e-04,5.605945084542153425e-04,1.525620988612291958e-03,1.453102645986025995e-02,6.000000000000000000e+00,6.993370686769866396e-01,2.048398641821761146e+01,1.930621975894455744e+01,1.000000000000000000e+00,3.336680918156232245e+00,1.055948213248629197e-01
1.360000000000000000e+02,4.673739166888143601e-03,4.093540423918045961e-05,1.590468289080014367e-05,1.053192573295386209e-05,1.705110632592234696e-05,3.829507974999575657e-03,4.093540423918045961e-04,1.590468289080014367e-04,1.053192573295386175e-04,1.705110632592234696e-04,3.829507974999575657e-03,1.077958508926181835e+01,4.000000000000000000e+00,2.049381328102087707e+01,2.104659431434596684e+01,3.443925953604364487e+00,5.000000000000000000e+00,-3.499999999999999778e-01
1.370000000000000000e+02,1.917317462452890545e-02,2.349213286657942832e-04,6.489672775619140677e-05,3.379916765895262502e-05,2.121253077155406494e-04,1.371574930656411541e-02,2.349213286657942778e-03,6.489672775619140677e-04,3.379916765895262637e-04,2.121253077155406657e-03,1.371574930656411541e-02,6.000000000000000000e+00,1.073811315218655693e+00,2.102407709686706383e+01,2.075715073496398944e+01,5.000000000000000000e+00,2.875599906837098096e+00,-3.499999999999999778e-01
1.380000000000000000e+02,1.450565305244730331e-03,1.396753555670171038e-05,4.716055950845490631e-06,1.912500685708134529e-06,2.327587278179073452e-05,1.011845655494269689e-03,1.396753555670170936e-04,4.716055950845490969e-05,1.912500685708134698e-05,2.327587278179073520e-04,1.011845655494269689e-03,9.143032109110873051e+00,3.245810226294571166e+00,2.095976592559721752e+01,1.889461819266135478e+01,2.906914081580430853e+00,4.032902867113593359e+00,1.574328628394916496e-02
1.390000000000000000e+02,1.456635638463056256e-02,2.326336800412861345e-04,6.892019101174533149e-05,4.914938615345137789e-05,1.005245048734145343e-04,1.005407876383158927e-02,2.326336800412861453e-03,6.892019101174533691e-04,4.914938615345138331e-04,1.005245048734145288e-03,1.005407876383158927e-02,1.119671290072103886e+01,3.713758421471362148e+00,2.086975094161750377e+01,1.995277835841666203e+01,1.823072084551021987e+00,2.320279602891171855e+00,-1.236621441488214290e-01
1.400000000000000000e+02,7.998032632961841332e-03,7.762709163404772855e-05,3.337901356071955718e-05,2.455866270897415126e-05,6.157614026747837237e-05,6.026623551249643204e-03,7.762709163404772584e-04,3.337901356071955447e-04,2.455866270897415194e-04,6.157614026747837508e-04,6.026623551249643204e-03,1.224380911142730888e+01,1.353939844825790217e+00,2.018953409679193811e+01,2.027069669010786512e+01,1.692059592002090884e+00,1.650848887746307447e+00,-1.015523633384483315e-01
1.410000000000000000e+02,8.251098214353840346e-03,1.076326050417860704e-04,2.452288360824830360e-05,1.629165600907049114e-05,3.141082021354347961e-05,6.452518565627356553e-03,1.076326050417860704e-03,2.452288360824830360e-04,1.629165600907049182e-04,3.141082021354348096e-04,6.452518565627356553e-03,1.202283432460285795e+01,2.495782026019745192e+00,2.040618349794645781e+01,2.062929757902892902e+01,2.297941044850471570e+00,2.680758986676146982e+00,-1.951959334506544741e-01
1.420000000000000000e+02,8.768232090487481376e-04,4.921859945504599669e-06,8.645076924401994396e-06,7.683942832670913382e-06,6.522058642415095584e-06,5.990938255988221411e-04,4.921859945504599500e-05,8.645076924401995074e-05,7.683942832670913044e-05,6.522058642415095415e-05,5.990938255988221411e-04,1.110539043153138294e+01,1.710752802705518993e+00,1.939275365935025519e+01,2.118751799233498190e+01,3.143650787202756369e+00,3.273936131320369203e+00,-1.348480828502770235e-01
1.430000000000000000e+02,2.889229078683349760e-04,3.007495245015221196e-06,2.688761448946410990e-06,2.355929683808066853e-06,2.024576841894314555e-06,1.881552756716948257e-04,3.007495245015221196e-05,2.688761448946410906e-05,2.355929683808066853e-05,2.024576841894314724e-05,1.881552756716948257e-04,1.089181512052527623e+01,3.642146029429081722e+00,1.962087508245928547e+01,2.063444218436822553e+01,3.043358177057549074e+00,2.150362297124209121e+00,-5.980044130652822920e-02
1.440000000000000000e+02,3.186209772992701708e-03,1.116864614311365942e-05,1.456765808387810802e-05,1.282542594180912656e-05,1.172696797873526547e-05,2.683322791517340090e-03,1.116864614311366009e-04,1.456765808387810903e-04,1.282542594180912656e-04,1.172696797873526615e-04,2.683322791517340090e-03,1.143954528646542990e+01,5.000000000000000000e-01,1.905958946982712732e+01,2.089290621079594601e+01,3.162666621131760003e+00,1.000000000000000000e+00,-9.510208339465753280e-03
1.450000000000000000e+02,1.263665979294995717e-02,6.594372627071857531e-05,6.119151011294367054e-05,5.044780253854420568e-05,6.259158639205912068e-05,1.023491353980730129e-02,6.594372627071857802e-04,6.119151011294367325e-04,5.044780253854420568e-04,6.259158639205912068e-04,1.023491353980730129e-02,1.254511431708262137e+01,2.486456688026630335e+00,1.822965724812972255e+01,2.090700358043902796e+01,3.439215093243383148e+00,1.348824282002667019e+00,1.426489850309552998e-01
1.460000000000000000e+02,2.854052051592883762e-03,2.958709908764409549e-05,1.603823058905532473e-05,1.082891873713011218e-05,2.232509089921738343e-05,2.066258658462414438e-03,2.958709908764409549e-04,1.603823058905532405e-04,1.082891873713011252e-04,2.232509089921738276e-04,2.066258658462414438e-03,1.134982193305247122e+01,3.528835017186517486e+00,1.990004882353444415e+01,2.077579726788948378e+01,3.513617994783383658e+00,2.730735078663722337e+00,-1.736199035226871912e-01
1.470000000000000000e+02,7.086268102992749479e-03,8.738139560945076595e-05,6.767059489844640292e-05,5.345587386718934008e-05,4.889343928520852451e-05,4.512255066389798779e-03,8.738139560945076866e-04,6.767059489844640292e-04,5.345587386718933737e-04,4.889343928520852858e-04,4.512255066389798779e-03,9.278009369880875212e+00,3.435168012061001974e+00,2.163533894969104665e+01,1.943794300352620752e+01,3.356381229204786543e+00,4.918077421812635741e+00,-1.829709513088782491e-01
1.480000000000000000e+02,2.376822515182574775e-03,3.363296573758319173e-06,3.691905927485342778e-05,2.526404267448811657e-05,4.255341578659060659e-06,1.678805114164985419e-03,3.363296573758319089e-05,3.691905927485342642e-04,2.526404267448811793e-04,4.255341578659060659e-05,1.678805114164985419e-03,1.186018761432969271e+01,9.518528137959676449e-01,1.830062871665350954e+01,2.143465047633636189e+01,2.498104672472206467e+00,2.092019574660111125e+00,5.280382968245034281e-02
1.490000000000000000e+02,2.935498562690892939e-03,3.901276472949742402e-05,2.558234809709234621e-05,1.069254267943427467e-05,3.270704866019530919e-05,1.855551521028699340e-03,3.901276472949742266e-04,2.558234809709234825e-04,1.069254267943427433e-04,3.270704866019531190e-04,1.855551521028699340e-03,8.737565815315260664e+00,3.098134629160041342e+00,2.174319441015170895e+01,1.825547283917767416e+01,3.413965445061344806e+00,4.293461494541578105e+00,-2.439186294833389779e-02
1.500000000000000000e+02,7.734716386252538621e-03,6.663123665088434701e-05,8.396192826847878490e-06,2.169540469387068446e-05,1.549025974284740168e-04,5.218462070251768913e-03,6.663123665088435243e-04,8.396192826847878490e-05,2.169540469387068514e-04,1.549025974284740223e-03,5.218462070251768913e-03,1.026678287267000300e+01,2.737586918185302753e+00,2.173187780958170023e+01,1.815756536983928626e+01,1.237363295615757419e+00,4.796771525438835226e+00,2.731620589673416921e-02
1.510000000000000000e+02,4.631256488443639963e-03,2.547434563306354190e-05,1.305827919994557042e-05,1.345618491527710729e-05,1.450147682269697274e-04,2.661220708691080378e-03,2.547434563306354258e-04,1.305827919994557009e-04,1.345618491527710763e-04,1.450147682269697274e-03,2.661220708691080378e-03,1.053527736080967081e+01,3.811106515964120867e+00,2.134278897013200904e+01,1.845488577452763934e+01,1.994907962213154473e+00,1.441049474071933734e+00,1.616355042211253812e-02
1.520000000000000000e+02,6.111528129778776020e-03,7.342537870239937783e-05,2.328291529940825888e-05,2.041068812268660151e-05,8.293052612994017284e-05,4.111033047234431692e-03,7.342537870239937512e-04,2.328291529940825888e-04,2.041068812268660151e-04,8.293052612994017284e-04,4.111033047234431692e-03,1.095841900574954586e+01,2.835016962641756066e+00,2.061485587070231063e+01,1.947348673698320809e+01,1.408945325789098035e+00,3.329612088095803113e+00,-5.905456202253966946e-03
1.530000000000000000e+02,9.896869850558520296e-04,7.321455514747376452e-06,3.583666309584303827e-06,1.319249114108273972e-06,4.115528460397615191e-06,8.262879910674763347e-04,7.321455514747376113e-05,3.583666309584303912e-05,1.319249114108273929e-05,4.115528460397615022e-05,8.262879910674763347e-04,1.014391715067151623e+01,3.983799009242615874e+00,1.963025212199582015e+01,2.023841674357941400e+01,2.723397852092833027e+00,3.767081200862603563e+00,3.897707437195774283e-02
1.540000000000000000e+02,3.854049195482593670e-03,4.012900618665663692e-05,8.938934702973206606e-05,5.660800799630318162e-05,3.998867819571038989e-05,1.592898801398570912e-03,4.012900618665663421e-04,8.938934702973206064e-04,5.660800799630318026e-04,3.998867819571038989e-04,1.592898801398570912e-03,1.136643739053693203e+01,1.937195109752962718e+00,1.849228767844379817e+01,2.087509167590888381e+01,1.619747845777640194e+00,1.721046403918129020e+00,1.229098843625937576e-01
1.550000000000000000e+02,3.755706711560319495e-03,8.335467794187588410e-05,2.410011877549566071e-05,1.829488723987224397e-05,1.719208596930913943e-05,2.326289012294790234e-03,8.335467794187588139e-04,2.410011877549566206e-04,1.829488723987224329e-04,1.719208596930913943e-04,2.326289012294790234e-03,9.621719689286670985e+00,7.598714716580982076e-01,1.910475017244077023e+01,2.028891962208474808e+01,2.907884895308335604e+00,1.212514476883027159e+00,1.073710172449913736e-01
1.560000000000000000e+02,1.158036200242749426e-02,1.210245839114210988e-04,4.715302124858432043e-05,3.218806864014938182e-05,2.836476552544190733e-04,6.740228711881754951e-03,1.210245839114211042e-03,4.715302124858432179e-04,3.218806864014938317e-04,2.836476552544190625e-03,6.740228711881754951e-03,9.644044816048273461e+00,3.360714486590317573e+00,2.171955674233609201e+01,1.801061239367511035e+01,2.036327013330312852e+00,2.107630607790293542e+00,2.129489190168143420e-03
1.570000000000000000e+02,1.595071938964574138e-02,2.753875384865689044e-04,7.245528048744667761e-06,5.951914731868114644e-06,1.130750249898793106e-05,1.295179455198404439e-02,2.753875384865689044e-03,7.245528048744667422e-05,5.951914731868114983e-05,1.130750249898793039e-04,1.295179455198404439e-02,7.146802988527679368e+00,1.848300349626017747e+00,1.947173758507199892e+01,1.963338892627753296e+01,3.290418105570220408e+00,2.377624887343262827e+00,1.853016660663812099e-01
1.580000000000000000e+02,4.685161095992017473e-03,5.296815420473476802e-05,1.579157125790584578e-05,1.696862734332744031e-05,8.876981878385003665e-05,2.940179380093836409e-03,5.296815420473477073e-04,1.579157125790584578e-04,1.696862734332743963e-04,8.876981878385003123e-04,2.940179380093836409e-03,9.967607064766616176e+00,3.325970537442613839e+00,2.075456051304261962e+01,1.888763592396956881e+01,1.413160290861355195e+00,1.054612010541021716e+00,9.270183673941612135e-02
1.590000000000000000e+02,5.537729747660943488e-03,1.037329571504578527e-04,3.071989337497007920e-05,1.821657829684152495e-05,8.775435063820195922e-05,3.133491953056229389e-03,1.037329571504578499e-03,3.071989337497007784e-04,1.821657829684152562e-04,8.775435063820195922e-04,3.133491953056229389e-03,1.168504678026644328e+01,3.853434289139010982e+00,1.971151116708660567e+01,1.914589013382282801e+01,1.000015855660913555e+00,2.252478864346405985e+00,2.662650015533059022e-01
1.600000000000000000e+02,5.816791058049309258e-03,8.777523010992942145e-05,8.546348346341944299e-06,6.448405634395499867e-06,3.978746456035566913e-05,4.391216571539084158e-03,8.777523010992942416e-04,8.546348346341944976e-05,6.448405634395500206e-05,3.978746456035567184e-04,4.391216571539084158e-03,1.228778357606549143e+01,2.900514693375730868e+00,1.999051179090051988e+01,1.924876268158187287e+01,2.026033124223595827e+00,3.136277315449781167e+00,1.671864506554338048e-01
1.610000000000000000e+02,3.284797715500486440e-03,3.693222398926206595e-05,4.367968096285159736e-05,3.032175807006567438e-05,1.713549940565485891e-05,2.004106091222144278e-03,3.693222398926206866e-04,4.367968096285159601e-04,3.032175807006567709e-04,1.713549940565485823e-04,2.004106091222144278e-03,7.865086206657335488e+00,3.849398583398363272e+00,2.158758843314600639e+01,1.881060617528433809e+01,3.831595869247030439e+00,4.931761487135680078e+00,-7.536947786407965921e-02
1.620000000000000000e+02,1.320228964087023435e-02,1.849900994372922515e-04,3.682788174534057878e-05,2.790362644845038539e-05,1.608583154630149469e-04,9.096490409929252480e-03,1.849900994372922569e-03,3.682788174534057878e-04,2.790362644845038268e-04,1.608583154630149415e-03,9.096490409929252480e-03,1.358982705116902068e+01,2.820876883176735461e+00,2.008262940569867538e+01,1.881607500294078150e+01,1.191058587802074076e+00,2.511617454274502670e+00,2.247883411604775228e-01
1.630000000000000000e+02,1.094073448859600971e-02,6.837178744718837395e-05,5.846253945868015001e-05,5.395827569654500775e-05,1.122974007778877910e-04,8.009834454792997063e-03,6.837178744718837124e-04,5.846253945868014595e-04,5.395827569654501046e-04,1.122974007778877910e-03,8.009834454792997063e-03,7.602019030812932954e+00,3.853212683865454125e+00,2.161326309757133046e+01,1.843090151743863814e+01,1.693251336398879925e+00,1.070006172095003816e+00,4.400816018332254220e-02
1.640000000000000000e+02,1.192363804751869066e-02,1.213982813345042554e-04,1.164821274511287528e-05,1.297561651072555982e-05,8.486521145560406234e-06,1.037855173015965991e-02,1.213982813345042527e-03,1.164821274511287528e-04,1.297561651072556084e-04,8.486521145560406573e-05,1.037855173015965991e-02,8.707725318078175292e+00,2.024722123435493071e+00,1.838776910485938743e+01,2.042741241926921703e+01,2.937740618502619139e+00,1.228629254341472521e+00,2.562190315151988695e-01
1.650000000000000000e+02,4.306420482756896997e-03,5.532395956884275873e-05,2.958259063922074518e-05,2.178748848029431675e-05,1.150188796371378577e-04,2.089291299501940674e-03,5.532395956884275873e-04,2.958259063922074315e-04,2.178748848029431607e-04,1.150188796371378469e-03,2.089291299501940674e-03,1.127729090115445132e+01,4.000000000000000000e+00,2.007628492178142210e+01,1.908694076132080752e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.841754043089044446e-01
1.660000000000000000e+02,3.210879190535089606e-02,5.583800812942356969e-04,1.332685009098273890e-05,1.831333012906327250e-05,1.075288493581413055e-04,2.513330079662666819e-02,5.583800812942357403e-03,1.332685009098273957e-04,1.831333012906327250e-04,1.075288493581413136e-03,2.513330079662666819e-02,1.376232375219890969e+01,2.143209424772754002e+00,2.076257755903945679e+01,1.807486431189967391e+01,1.341650760763752448e+00,3.301047112873773504e+00,2.739680933208160640e-01
1.670000000000000000e+02,2.994418089573447003e-02,2.273475998651931665e-04,1.615651835518754564e-04,8.903166237432121283e-05,3.928756796496858639e-04,2.123597964132371493e-02,2.273475998651931611e-03,1.615651835518754510e-03,8.903166237432121825e-04,3.928756796496858314e-03,2.123597964132371493e-02,1.353873996842832739e+01,3.985424418922288492e+00,2.097338066622853958e+01,1.805853921790864192e+01,3.043708309735454698e+00,3.263357276166225507e+00,1.078205106572173722e-01
1.680000000000000000e+02,3.263975152331317214e-02,4.262322952761203078e-04,2.048749870208321896e-05,2.485398579910903794e-05,2.264029220265962455e-04,2.565998450527408672e-02,4.262322952761203078e-03,2.048749870208321896e-04,2.485398579910903794e-04,2.264029220265962455e-03,2.565998450527408672e-02,1.400000000000000000e+01,5.000000000000000000e-01,2.100238220078764328e+01,1.822922028668036276e+01,1.000000000000000000e+00,5.000000000000000000e+00,1.497169682313283512e-01
1.690000000000000000e+02,2.051633681596335898e-02,1.505430229766747334e-04,1.235220504028629145e-04,8.369587927624644850e-05,4.353129821819777122e-04,1.258559746758574141e-02,1.505430229766747388e-03,1.235220504028629145e-03,8.369587927624644579e-04,4.353129821819777014e-03,1.258559746758574141e-02,1.400000000000000000e+01,4.000000000000000000e+00,2.016563122175583800e+01,1.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,3.499999999999999778e-01
1.700000000000000000e+02,1.454562570633280948e-02,1.921441255111880808e-04,1.586761121138176837e-05,1.301836296545509721e-05,1.178248177695191635e-04,1.115707653175736919e-02,1.921441255111880700e-03,1.586761121138176973e-04,1.301836296545509620e-04,1.178248177695191690e-03,1.115707653175736919e-02,6.633339094873538677e+00,3.236620931755135988e+00,2.063676874224126934e+01,1.800000000000000000e+01,1.000000000000000000e+00,4.698862441300457604e+00,3.499999999999999778e-01
1.710000000000000000e+02,3.135805812996034919e-02,1.033106287066094228e-04,1.553982180807858028e-04,8.464711295130255826e-05,3.240442478913632554e-04,2.468405605365973574e-02,1.033106287066094201e-03,1.553982180807858028e-03,8.464711295130256368e-04,3.240442478913632338e-03,2.468405605365973574e-02,6.000000000000000000e+00,5.000000000000000000e-01,2.052301833666703246e+01,1.800000000000000000e+01,5.000000000000000000e+00,3.464210073606051488e+00,3.499999999999999778e-01
1.720000000000000000e+02,6.250156804083189556e-03,9.783809279513580007e-05,2.426151702049183904e-05,1.770476771272391678e-05,9.644236521551715323e-05,3.887689376644502207e-03,9.783809279513579465e-04,2.426151702049183904e-04,1.770476771272391542e-04,9.644236521551715052e-04,3.887689376644502207e-03,9.754828748635608449e+00,2.483865357535433027e+00,2.010572378873454014e+01,1.844842951758253236e+01,1.000000000000000000e+00,2.105565369503555218e+00,3.499999999999999778e-01
1.730000000000000000e+02,1.273390258997882628e-02,1.949830644032322588e-04,4.261103774284666519e-05,2.861817727014967305e-05,1.484106830939840979e-04,8.587672964876698692e-03,1.949830644032322534e-03,4.261103774284666790e-04,2.861817727014967440e-04,1.484106830939841033e-03,8.587672964876698692e-03,1.376431844879006938e+01,3.796673954621089031e+00,1.960823665459777487e+01,1.876924313814596346e+01,1.000000000000000000e+00,3.890313640541141371e+00,3.499999999999999778e-01
1.740000000000000000e+02,3.013316927794807386e-03,2.565181555431310072e-05,6.820588149955507871e-06,4.589581357019525902e-06,3.184094543259530322e-05,2.324287622855972929e-03,2.565181555431310140e-04,6.820588149955507363e-05,4.589581357019525563e-05,3.184094543259530187e-04,2.324287622855972929e-03,9.959454813883604984e+00,4.000000000000000000e+00,2.041395556764586416e+01,1.800000000000000000e+01,2.612127990195603822e+00,5.000000000000000000e+00,3.499999999999999778e-01
1.750000000000000000e+02,6.499440310222343899e-03,9.322566371350813339e-05,4.970229664725319546e-05,3.042428138093140847e-05,3.944006907786507974e-05,4.371517202026766087e-03,9.322566371350813610e-04,4.970229664725319546e-04,3.042428138093140780e-04,3.944006907786507974e-04,4.371517202026766087e-03,8.403277404107415194e+00,5.000000000000000000e-01,2.140926561712669240e+01,1.800000000000000000e+01,4.085591930952313433e+00,5.000000000000000000e+00,1.031882877778481644e-01
1.760000000000000000e+02,8.679999657821464709e-03,3.684031955676605796e-05,2.442030477374305039e-05,1.643709999854595501e-05,3.889273594608936121e-05,7.514095055070019874e-03,3.684031955676605932e-04,2.442030477374305107e-04,1.643709999854595636e-04,3.889273594608936256e-04,7.514095055070019874e-03,1.157096781149529008e+01,1.324682123324168570e+00,1.925748189026818835e+01,1.921650055663639733e+01,2.929261684606672134e+00,4.194873464763762883e+00,3.124820802674193043e-01
1.770000000000000000e+02,5.818370333367131435e-03,3.054612060819578899e-05,3.948929816194940900e-05,1.788939850852221982e-05,8.531789497811910418e-05,4.085943210799265930e-03,3.054612060819579034e-04,3.948929816194941171e-04,1.788939850852221982e-04,8.531789497811909876e-04,4.085943210799265930e-03,1.026954251406914054e+01,4.000000000000000000e+00,1.927945839147527352e+01,1.916973344579497152e+01,1.053999815802031614e+00,4.675252575746400296e+00,3.499999999999999778e-01
1.780000000000000000e+02,3.859165216931868207e-03,1.022351513736034538e-05,2.443538624128516405e-06,2.136792401116614718e-06,5.793435735674023095e-06,3.653192397949073418e-03,1.022351513736034572e-04,2.443538624128516320e-05,2.136792401116614548e-05,5.793435735674023264e-05,3.653192397949073418e-03,9.544754326889407281e+00,3.611678076259833947e+00,1.969992872363814485e+01,1.877357967288289586e+01,2.646081564680754727e+00,4.901790877693556148e+00,3.499999999999999778e-01
1.790000000000000000e+02,4.968866611523180786e-03,1.284000772072747672e-05,8.480809278979049132e-06,8.789952363525350805e-06,9.552606188857595265e-06,4.572232856002286273e-03,1.284000772072747571e-04,8.480809278979049132e-05,8.789952363525350466e-05,9.552606188857594926e-05,4.572232856002286273e-03,1.013329732637919989e+01,2.148435332248820107e+00,1.882786670177080879e+01,1.983307516645058399e+01,3.021399237190459441e+00,4.071579808871712558e+00,2.877233023788605681e-01
